"レベル","単元","グループ","単語(中文)","ピンイン","訳(日本語)","例文(中文)","例文(ピンイン)","例文訳","単語音声ファイル","日本語音声ファイル","例文音声ファイル"
5,992,116,"鼠标","shǔ biāo","（パソコンの）マウス","这么小的包裹，里面是什么啊？-新买的鼠标。","Zhè me xiǎo de bāo guǒ, lǐ miàn shì shén me a? - Xīn mǎi de shǔ biāo.","そんなに小さな小包、中は何なんですか？ -新しく買ったマウスです。",5Qtango0992.mp3,5Qimi0992.mp3,5Qreibun0992.mp3
5,1137,116,"吸取","xī qǔ","受け入れる・取り入れる・吸い取る","他登上皇位后，吸取历史上的教训，鼓励大臣们多提意见。","Tā dēng shàng huáng wèi hòu, xī qǔ lì shǐ shang de jiào xùn, gǔ lì dà chén men duō tí yì jiàn.","彼は帝位に就いてから、歴史の教訓を学び取って、大臣たちに意見を提出することを奨励しました。",5Qtango1137.mp3,5Qimi1137.mp3,5Qreibun1137.mp3
5,1282,116,"优惠","yōu huì","特恵の・優遇した","你们现在有什么优惠活动吗？","Nǐ men xiàn zài yǒu shén me yōu huì huó dòng ma?","あなた方は今、何かキャンペーンをやっていますか？",5Qtango1282.mp3,5Qimi1282.mp3,5Qreibun1282.mp3
5,1427,116,"自觉","zì jué","自覚的だ：自覚する","每个从这里路过的人似乎都不自觉地停住脚步看上一眼这个广告牌。","Měi ge cóng zhè lǐ lù guò de rén sì hū dōu bú zì jué de tíng zhù jiǎo bù kàn shang yì yǎn zhè ge guǎng gào pái.","この道を通る全ての人はほとんどみな自覚なしに足を止めてこの看板を一目見上げてしまいます。",5Qtango1427.mp3,5Qimi1427.mp3,5Qreibun1427.mp3
5,117,117,"趁","chèn","～に乗じて・～を利用して","楚王想趁这个机会，找一个办法让齐国的使者丢脸。","Chǔ wáng xiǎng chèn zhè ge jī huì，zhǎo yí ge bàn fǎ ràng Qí guó de shǐ zhě diū liǎn.","楚の王はこの機に乗じて、斉の国の使者に恥をかかせる方法を見つけようと思いました。",5Qtango0117.mp3,5Qimi0117.mp3,5Qreibun0117.mp3
5,263,117,"对待","duì dài","～に対して：対応する","用指责和仇视的方式对待别人，换来的将会是更多的敌意和批评。","Yòng zhǐ zé hé chóu shì de fāng shì duì dài bié ren, huàn lái de jiāng huì shì gèng duō de  dí yì hé pī píng.","問いただしたり敵視したりするやり方で他人に対すれば、替わって返ってくるのはさらに多くの敵意と批判なのです。",5Qtango0263.mp3,5Qimi0263.mp3,5Qreibun0263.mp3
5,409,117,"光盘","guāng pán","光ディスク・CD-ROM・CD","这是太极拳的教材，还带光盘，非常适合初学者。","Zhè shì tài jí quán de jiào cái, hái dài guāng pán, fēi cháng shì hé chū xué zhě.","これは太極拳の教材で、しかもDVDもついているので、初学者の人に非常に向いています。",5Qtango0409.mp3,5Qimi0409.mp3,5Qreibun0409.mp3
5,555,117,"接待","jiē dài","接待する・客をもてなす","他思考了一小会儿，便对接待的人说：“这是一个狗洞，不是城门。”","Tā sī kǎo le yì xiǎo huì r, biàn duì jiē dài de rén shuō:“Zhè shì yí ge gǒu dòng, bú shì chéng mén.”","彼はしばらく考えて、接待する者に言いました。「これは犬の穴で、城の門ではありません。」",5Qtango0555.mp3,5Qimi0555.mp3,5Qreibun0555.mp3
5,701,117,"露","lù","現れる：シロップ","他的脸上露出了微笑。","Tā de liǎn shàng lù chū le wēi xiào.","彼の顔に微笑みが現れました。",5Qtango0701.mp3,5Qimi0701.mp3,5Qreibun0701.mp3
5,847,117,"侵略","qīn lüè","侵略する","花木兰以代替父亲参加军队并打败侵略者而闻名天下。","Huā mù lán yǐ dài tì fù qīn cān jiā jūn duì bìng dǎ bài qīn lüè zhě ér wén míng tiān xià.","花木蘭は父親に代わって軍に参加し、侵入した敵を打ち負かしたことで、世に名を知られています。",5Qtango0847.mp3,5Qimi0847.mp3,5Qreibun0847.mp3
5,993,117,"属于","shǔ yú","～に属する・～のものだ","每个人都有属于自己的秘密。","Měi ge rén dōu yǒu shǔ yú zì jǐ de mì mì.","すべての人はみんな自分だけの秘密があります。",5Qtango0993.mp3,5Qimi0993.mp3,5Qreibun0993.mp3
5,1138,117,"吸收","xī shōu","吸収する・吸い込む","醋可以让营养变得更容易吸收。","Cù kě yǐ ràng yíng yǎng biàn de gèng róng yì xī shōu .","酢は栄養をより吸収しやすくさせることができます。",5Qtango1138.mp3,5Qimi1138.mp3,5Qreibun1138.mp3
5,1283,117,"优美","yōu měi","優美だ","这里景色优美，经济发达，是理想的居住地。","Zhè lǐ jǐng sè yōu měi, jīng jì fā dá, shì lǐ xiǎng de jū zhù dì.","そこの景色は優美で、経済は発展し、理想的な居住地です。",5Qtango1283.mp3,5Qimi1283.mp3,5Qreibun1283.mp3
5,1428,117,"自私","zì sī","利己的だ・身勝手だ","那个妇女觉得商人十分自私。","Nà ge fù nǚ jué de shāng rén shí fēn zì sī.","その婦人の商人が非常にわがままだと思っています。",5Qtango1428.mp3,5Qimi1428.mp3,5Qreibun1428.mp3
5,118,118,"称","chēng","～と呼ぶ・～と称する：（目方を）量る","寒潮是一种灾害性天气，人们习惯把它称为寒流。","Hán cháo shì yì zhǒng zāi hài xìng tiān qì, rén men xí guàn bǎ tā chēng wéi hán liú. ","寒波は災害をもたらす気象の1種で、人々は習慣的にそれを寒流と呼んでいます。",5Qtango0118.mp3,5Qimi0118.mp3,5Qreibun0118.mp3
5,264,118,"对方","duì fāng","相手・先方","有一位出版社的朋友，每次出门见人之前都要先研究一下对方的星座。","Yǒu yí wèi chū bǎn shè de péng you, měi cì chū mén jiàn rén zhī qián dōu yào xiān yán jiū yí xià duì fāng de xīng zuò.","ある出版社の友人が、出かけて人に会う前にいつもまず相手の星座を調べていました。",5Qtango0264.mp3,5Qimi0264.mp3,5Qreibun0264.mp3
5,410,118,"光荣","guāng róng","光栄（だ）・栄誉（ある）","警察是一份光荣的工作。","Jǐng chá shì yí fèn guāng róng de gōng zuò.","警察は1つの光栄な仕事です。",5Qtango0410.mp3,5Qimi0410.mp3,5Qreibun0410.mp3
5,556,118,"接近","jiē jìn","近づく：接近する：親しくする","我们往往在刚要接近一个目标时，又突然转向另一个更高的目标。","Wǒ men wǎng wǎng zài gāng yào jiē jìn yí ge mù biāo shí, yòu tū rán zhuǎn xiàng lìng yí ge gèng gāo de mù biāo.","我々は往々にして1つの目標に近づこうとするその時に、突然に別のさらに高い目標に向きを変えてしまうのです。",5Qtango0556.mp3,5Qimi0556.mp3,5Qreibun0556.mp3
5,702,118,"陆地","lù dì","陸地","海水里那么多的盐是从哪儿来的呢？有一种说法是由陆地上的江河带来的。","Hǎi shuǐ li nà me duō de yán shì cóng nǎ r lái de ne? Yǒu yì zhǒng shuō fǎ shì yóu lù dì shang de jiāng hé dài lái de.","海水の中にあるあんなに多くの塩はどこから来たのでしょうか？ある説では陸地の川がもたらしたものですという。",5Qtango0702.mp3,5Qimi0702.mp3,5Qreibun0702.mp3
5,848,118,"勤奋","qín fèn","勤勉だ","一位学者有许多学生，其中有一位非常勤奋。","Yí wèi xué zhě yǒu xǔ duō xué sheng，qí zhōng  yǒu yí wèi fēi cháng qín fèn.","1人の学者が多くの学生を抱えていました。その中に非常に勤勉な者がいました。",5Qtango0848.mp3,5Qimi0848.mp3,5Qreibun0848.mp3
5,994,118,"数","shù","若干の・いくつかの","人们利用盆、桶等简单模具自然冷冻了千余盏冰灯和数十个冰花。","Rén men lì yòng pén, tǒng děng jiǎn dān mú jù zì rán lěng dòng le qiān yú zhǎn bīng dēng hé shù shí ge bīng huā.","人々は鉢や桶などのシンプルな型を使って1000あまりの氷の灯篭と数十個の氷の花を自然冷凍しました。",5Qtango0994.mp3,5Qimi0994.mp3,5Qreibun0994.mp3
5,1139,118,"系","xì","大学の学部","我有一个朋友是计算机系毕业的。","Wǒ yǒu yí ge péng you shì jì suàn jī xì bì yè de.","友達で1 人コンピュータ学部を卒業したのがいます。",5Qtango1139.mp3,5Qimi1139.mp3,5Qreibun1139.mp3
5,1284,118,"优势","yōu shì","優勢・優位","在喜欢的阅读方式调查中，喜爱纸质阅读的读者高达90%，占绝对优势。","Zài xǐ huan de yuè dú fāng shì diào chá zhōng, xǐʼ ài zhǐ zhì yuè dú de dú zhě gāo dá 9 0 %, zhàn jué duì yōu shì.","好きな読書方法に関する調査では、紙媒体の読書を好む読者は90％にも達し、絶対的優勢を占めています。",5Qtango1284.mp3,5Qimi1284.mp3,5Qreibun1284.mp3
5,1429,118,"自信","zì xìn","自信（がある）","母亲的微笑让孩子在成长的路上充满自信。","Mǔ qīn de wēi xiào ràng hái zi zài chéng zhǎng de lù shang chōng mǎn zì xìn.","母親の微笑みは子供の成長の道筋において自信に満ちあふれさせました。",5Qtango1429.mp3,5Qimi1429.mp3,5Qreibun1429.mp3
5,119,119,"称呼","chēng hu","呼ぶ：呼び名","请问您怎么称呼？","Qǐng wèn nín zěn me chēng hu?","すみません、あなたはどのように呼べばいいでしょうか？",5Qtango0119.mp3,5Qimi0119.mp3,5Qreibun0119.mp3
5,265,119,"对手","duì shǒu","ライバル：相手","在你的人生中，一定会遇到各种各样的对手。","Zài nǐ de rén shēng zhōng, yí dìng huì yù dào gè zhǒng gè yàng de duì shǒu.","あなたの人生において、様々なライバルに出会うでしょう。",5Qtango0265.mp3,5Qimi0265.mp3,5Qreibun0265.mp3
5,411,119,"广场","guǎng chǎng","広場","广场上有很多人。","Guǎng chǎng shang yǒu hěn duō rén.","広場には多くの人がいます。",5Qtango0411.mp3,5Qimi0411.mp3,5Qreibun0411.mp3
5,557,119,"接着","jiē zhe","続けて：引き続いて：(手で)受ける","智者随手捡起一块石头向远处扔去，接着叫他去捡回来。","Zhì zhě suí shǒu jiǎn qǐ yí kuài shí tou xiàng yuǎn chù rēng qu, jiē zhe jiào tā qù jiǎn huí lái.","賢者は無造作に石ころを拾って遠くの方に投げ捨て、続いて彼に拾ってくるように言いました。",5Qtango0557.mp3,5Qimi0557.mp3,5Qreibun0557.mp3
5,703,119,"陆续","lù xù","次々と・続々と","你们公司刚成立不久，经营得还好吧？-已经陆续接了几个工程，相信会越来越好。","Nǐ men gōng sī gāng chéng lì bù jiǔ, jīng yíng de hái hǎo ba? ― Yǐ jīng lù xù jiē le jǐ ge gōng chéng, xiāng xìn huì yuè lái yuè hǎo.","あなた方の会社はできたばかりですが、経営はうまくいっていますか？-すでに工事を次々受注していて、これからどんどんよくなると確信しています。",5Qtango0703.mp3,5Qimi0703.mp3,5Qreibun0703.mp3
5,849,119,"勤劳","qín láo","勤勉だ・よく働く・まめまめしい","勤劳的农民每天都干活到很晚。","Qín láo de nóng mín měi tiān dōu gàn huó dào hěn wǎn.","勤勉な農民は毎日遅くまで働きます。",5Qtango0849.mp3,5Qimi0849.mp3,5Qreibun0849.mp3
5,995,119,"数据","shù jù","データ","调査数据显示，女性的私人空间比男性大。","Diào chá shù jù xiǎn shì，nǚ xìng de sī rén kōng jiān bǐ nán xìng dà.","調査データが示しているのは、女性のパーソナルスペースは男性よりも大きいです。",5Qtango0995.mp3,5Qimi0995.mp3,5Qreibun0995.mp3
5,1140,119,"系统","xì tǒng","系統・システム","这是清理系统垃圾的软件。","Zhè shì qīng lǐ xì tǒng lāi jī de ruǎn jiàn.","これはシステムのクリーンアップをしてくれるソフトです。",5Qtango1140.mp3,5Qimi1140.mp3,5Qreibun1140.mp3
5,1285,119,"悠久","yōu jiǔ","悠久だ・はるかに久しい","山西省是中华民族文明的发祥地之一，历史悠久，源远流长。","Shān xī shěng shì zhōng huá mín zú wén míng de fā xiáng dì zhī yī, lì shǐ yōu jiǔ, yuán yuǎn liú cháng.","山西省は中華民族文明発祥の地の1 つです。悠久の歴史を持ち、伝統も長いです。",5Qtango1285.mp3,5Qimi1285.mp3,5Qreibun1285.mp3
5,1430,119,"自由","zì yóu","自由(だ)","设计师可以充分自由发挥自己的想象力和创造力，体现自己的个性。","Shè jì shī kě yǐ chōng fèn zì yóu fā huī zì jǐ de xiǎng xiàng lì hé chuàng zào lì, tǐ xiàn zì jǐ de gè xìng.","デザイナーは自由に自分の想像力とクリエイティビティを発揮し、自己の個性を体現することができます。",5Qtango1430.mp3,5Qimi1430.mp3,5Qreibun1430.mp3
5,120,120,"称赞","chēng zàn","ほめたたえる・称賛する","辣酱厂的员工终于明白了老总的心计，无不交口称赞。","Là jiàng chǎng de yuán gōng zhōng yú míng bai le lǎo zǒng de xīn jì，wú bù jiāo kǒu chēng zàn.","辣醤工場の従業員はついに社長の策略を理解し、口を揃えてほめたたえました。",5Qtango0120.mp3,5Qimi0120.mp3,5Qreibun0120.mp3
5,266,120,"对象","duì xiàng","対象：（結婚・恋愛などの）相手","我们的调查对象是年轻人。","Wǒ men de diào chá duì xiàng shì nián qīng rén.","私たちの調査対象は若い人です。",5Qtango0266.mp3,5Qimi0266.mp3,5Qreibun0266.mp3
5,412,120,"广大","guǎng dà","（面積などが）広い：(範囲などが)大きい：（人数が）多くの～","华北和东北广大地区的人们喜欢喝花茶。","Huá běi hé dōng běi guǎng dà dì qū de rén men xǐ huan hē huā chá.","華北と東北の広い地区では、人々はジャスミンティーを飲むのが好きです。",5Qtango0412.mp3,5Qimi0412.mp3,5Qreibun0412.mp3
5,558,120,"阶段","jiē duàn","段階","亮着灯睡觉会使人推迟入睡时间，而且较难进入深睡阶段。","Liàng zhe dēng shuì jiào huì shǐ rén tuī chí rù shuì shí jiān, ér qiě jiào nán jìn rù shēn shuì jiē duàn.","灯りをつけたまま眠るのは人が眠りにつく時間を遅らせ、さらに深い眠りの段階に入るのを比較的難しくさせます。",5Qtango0558.mp3,5Qimi0558.mp3,5Qreibun0558.mp3
5,704,120,"录取","lù qǔ","(合格者を)採用する","她被录取了。","Tā bèi lù qǔ le.","彼女は採用されました。",5Qtango0704.mp3,5Qimi0704.mp3,5Qreibun0704.mp3
5,850,120,"青","qīng","青色（の）・青い","青出于蓝而胜于蓝。","Qīng chū yú lán ér shèng yú lán.","青は藍より出でて藍より青し。",5Qtango0850.mp3,5Qimi0850.mp3,5Qreibun0850.mp3
5,996,120,"数码","shù mǎ","デジタル：数字","如今在网上几乎可以买到所有的商品，数码产品、图书，什么都有。","Rú jīn zài wǎng shang jī hū kě yǐ mǎi dào suǒ yǒu de shāng pǐn, shù mǎ chǎn pǐn, tú shū, shén me dōu yǒu. ","今やネット上でほとんどすべてのものが買えますね。デジタル製品、図書、何でもあります。",5Qtango0996.mp3,5Qimi0996.mp3,5Qreibun0996.mp3
5,1141,120,"细节","xì jié","細部・細かい点","细节决定成败。","Xì jié jué dìng chéng bài .","細部が成功と失敗を分けます。",5Qtango1141.mp3,5Qimi1141.mp3,5Qreibun1141.mp3
5,1286,120,"邮局","yóu jú","郵便局","他在邮局工作。","Tā zài yóu jú gōng zuò.","彼は郵便局で働いています。",5Qtango1286.mp3,5Qimi1286.mp3,5Qreibun1286.mp3
5,1431,120,"自愿","zì yuàn","自由意志でする","你别怪他，这是我自愿的。","Nǐ bié guài tā, zhè shì wǒ zì yuàn de.","あなたは彼を責めないでください、これは私の意志です。",5Qtango1431.mp3,5Qimi1431.mp3,5Qreibun1431.mp3
5,121,121,"乘","chéng","乗る：（計算の）掛ける","有个楚国人乘船渡江，一不小心，把自己的剑掉进了江里。","Yǒu ge Chǔ guó rén chéng chuán dù jiāng，yí bù xiǎo xīn, bǎ zì jǐ de jiàn diào jìn le jiāng li.","ある楚国の人が船に乗って川を渡っていて、不注意で自分の剣を川に落としてしまいました。",5Qtango0121.mp3,5Qimi0121.mp3,5Qreibun0121.mp3
